lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
34,0,98.1,5,22,4,0,2,3,0,0
70,0,151.03388393136774,8,18,4,1,0,0,3,0
147,1,76.53046822911607,6,3,4,1,1,0,0,0
25,0,116.49719115197871,9,4,4,3,1,1,0,0
155,0,143.03581700271258,9,18,4,0,1,0,3,0
5,0,127.05050420211742,2,11,4,2,0,0,0,0
131,0,102.26079193246284,7,20,4,4,2,0,0,0
71,0,101.76828031811495,9,6,4,1,2,0,3,0
70,0,134.72648277981693,8,16,4,2,0,0,0,0
250,1,85.05709680479751,11,29,4,2,2,0,0,0
213,1,103.1442316883959,9,1,4,2,1,0,0,0
69,0,111.94499580516913,11,21,4,1,0,0,1,0
14,1,111.9794266147455,10,2,4,1,0,0,0,0
55,1,91.60696538604039,11,17,4,2,0,0,0,0
215,1,96.3,8,7,4,1,0,0,0,0
100,0,94.64386692935852,3,24,4,2,0,0,0,0
168,1,103.94459050934772,8,25,4,3,2,0,3,0
164,1,126.13455090229138,9,29,4,2,2,0,3,0
92,0,128.99804011110186,5,16,4,4,0,0,0,0
75,0,80.0,3,17,3,3,1,0,0,0
225,0,102.97442132952015,8,25,3,3,0,0,0,0
193,0,120.0,6,20,3,2,1,0,0,0
15,0,88.05749561365278,5,29,3,3,1,0,1,0
206,0,105.94028412652196,8,19,2,2,0,0,3,0
85,0,76.5,7,6,4,3,1,0,0,0
130,1,114.32635771296424,4,12,4,1,0,0,3,0
108,0,199.52689946103456,12,27,3,1,2,0,3,0
119,0,124.58844926731464,8,16,3,0,0,0,0,0
55,0,108.73276644565536,5,11,4,2,2,1,0,0
105,0,106.16563124058092,7,2,4,5,0,0,0,0
208,0,87.93330459687279,7,30,4,3,0,1,0,0
50,0,63.75,3,5,4,5,2,3,0,0
105,0,81.57965304337317,4,4,3,2,0,0,0,0
47,1,75.16731596742025,11,12,4,4,2,3,0,0
194,1,140.25934923028723,9,15,4,2,0,0,3,0
24,0,145.41741901850475,4,29,4,3,0,0,3,0
58,0,124.20348242237161,3,28,4,0,1,0,3,0
73,0,150.27964531761785,5,8,4,4,0,0,0,0
121,0,85.23163335344113,4,15,4,2,0,0,0,0
245,0,58.6654266182553,11,27,4,4,2,0,0,0
147,0,101.29423427259995,4,4,4,3,0,0,0,0
232,0,89.61152157617008,9,13,3,2,0,0,0,0
236,0,107.07072511254,9,12,4,4,0,0,0,0
108,1,77.5315769701195,8,10,4,1,2,1,0,0
44,0,71.14953131191247,3,12,3,1,1,2,0,0
170,1,132.75480607836118,8,11,4,3,1,0,3,0
25,0,128.6112265036869,9,3,4,1,1,2,0,0
16,0,83.72522687131497,3,6,4,3,0,3,0,0
11,0,154.9371310342369,8,29,4,1,1,0,5,0
237,1,90.95,9,16,4,3,1,0,0,0
157,1,114.39625308136866,5,23,4,2,0,0,2,0
188,0,70.61746192363512,11,24,4,1,0,3,0,0
6,0,94.1206700889005,6,23,4,1,0,0,0,0
278,0,74.87016965164679,9,3,4,2,0,0,0,0
37,0,126.9,5,21,4,0,1,0,0,0
13,0,79.4932319113554,2,4,4,4,2,3,0,0
152,0,119.85395672904461,7,5,4,4,0,0,3,0
31,0,78.3,1,16,4,1,0,0,0,0
110,0,117.60648106444609,7,14,4,3,1,0,0,0
262,0,100.3,9,8,4,3,1,0,0,0
130,0,114.3326208665653,5,4,4,3,0,0,2,0
53,0,123.83648363885341,4,3,4,1,0,0,2,0
24,0,119.35271481410099,5,27,4,4,1,3,0,0
68,1,108.38,4,24,4,2,2,0,0,0
299,0,100.33194476911395,8,16,4,4,1,0,0,0
87,1,156.7337211378943,9,25,4,1,0,0,5,0
43,0,119.98827782086795,7,1,4,1,0,0,0,0
57,0,106.63889848663348,4,13,4,2,0,0,0,0
44,0,72.45084988218576,2,18,4,2,0,2,0,0
42,0,103.9663300095906,10,2,4,6,2,0,0,0
3,0,79.2,8,17,2,5,1,0,0,0
25,0,139.0,7,2,4,2,0,3,0,0
0,0,146.48257637929566,8,11,4,2,0,0,0,0
8,0,123.30851953707945,5,30,3,3,0,0,0,0
48,0,160.32460968620362,6,29,4,0,2,0,3,0
75,1,140.4,5,2,4,2,0,0,3,0
24,0,145.8204473904839,4,30,4,3,0,0,3,0
69,0,105.3,4,22,4,2,0,0,0,0
173,2,166.8070997492566,8,2,4,2,0,0,3,0
213,0,114.03080348366974,9,7,4,2,0,0,1,0
155,1,139.0859985220926,8,3,4,3,0,0,0,0
163,0,99.41097678600318,5,1,4,2,1,0,0,0
196,1,138.41891162647838,8,24,4,1,2,1,1,0
207,0,90.43740548124828,7,26,4,2,1,1,0,0
87,0,85.5,6,26,4,0,1,3,0,0
145,2,132.01376671914457,9,19,4,3,1,0,2,0
8,0,111.38322487719384,5,25,4,1,0,0,0,0
25,0,104.35617454621939,11,16,4,1,0,0,0,0
51,0,117.99917992905723,7,28,4,0,0,2,0,0
178,0,128.377314767099,8,27,4,1,0,0,0,0
57,0,118.8,4,22,4,2,0,0,3,0
199,0,95.48133943096795,10,1,4,5,1,0,0,0
160,0,141.91262276587938,8,19,4,2,1,0,1,0
295,1,117.0,9,21,3,4,0,1,0,0
155,1,124.28194803887564,7,10,4,1,1,0,1,0
155,0,143.08675424079965,9,18,4,0,1,0,3,0
48,0,107.1,4,4,4,1,0,3,0,0
165,0,150.62135934180927,9,7,4,2,1,0,2,0
59,0,121.5,4,30,4,1,1,0,0,0
153,0,72.47334867401968,5,9,4,2,0,0,0,0
31,0,72.9,2,5,4,2,1,0,0,0
115,0,131.60299529860902,7,26,4,2,2,0,3,0
23,1,136.63525556029364,9,15,4,2,1,3,0,0
11,0,100.3855630128567,10,20,4,0,1,0,0,0
0,0,94.1999349549367,4,25,0,1,0,0,0,0
23,0,79.08243266718699,11,23,4,3,1,2,0,0
100,0,111.26250557357035,8,9,4,2,1,0,0,0
224,0,95.8376007186145,10,29,4,1,2,0,0,0
385,1,89.37444496660649,10,23,4,0,1,0,0,0
33,1,104.0865830637598,10,25,4,0,0,0,0,0
40,0,135.70768723179856,4,22,4,4,2,0,3,0
52,1,208.0783433497733,8,17,4,3,0,0,4,0
3,0,87.39990205288326,11,26,4,1,0,0,0,0
66,1,107.980462648186,10,15,4,2,1,2,0,0
31,0,74.8,11,26,4,8,3,0,0,0
58,0,77.59425504916352,3,16,3,3,0,0,2,0
178,2,127.83571741968821,8,22,4,2,1,0,0,0
34,0,126.9,5,10,4,1,0,0,0,0
89,0,118.15147955549484,5,11,4,2,1,1,0,0
86,0,90.86986893571817,10,30,4,0,1,0,0,0
115,0,161.61370297606302,6,3,4,5,2,0,4,0
33,0,124.78715564029152,10,4,4,0,0,0,0,0
48,0,67.5,2,19,4,1,1,3,0,0
233,1,75.5707070577908,11,1,4,2,0,0,0,0
7,0,173.61361183733382,9,6,4,2,2,0,2,0
4,0,143.43344463743526,6,17,2,2,1,0,3,0
4,0,123.43169744564094,9,18,2,1,0,0,0,0
65,0,149.40722041636099,5,22,4,1,1,0,0,0
5,0,124.97941818945586,9,6,4,1,0,0,0,0
58,0,78.98987664547965,10,2,4,3,0,2,0,0
25,0,118.41675060488922,7,5,4,3,1,0,0,0
22,0,154.7405546244451,10,17,4,3,0,0,2,0
322,0,71.88452993665267,5,17,3,3,0,0,0,0
220,0,117.2008779091019,6,28,4,2,1,1,0,0
206,0,69.7151031141489,6,27,4,4,0,0,0,0
35,0,159.1571115249917,3,23,4,2,0,0,3,0
15,0,108.39791179885295,3,18,3,2,0,0,0,0
31,0,126.81263462354248,5,7,4,1,2,0,0,0
185,0,103.91739688598634,7,19,4,2,0,0,3,0
55,0,71.5246801622912,10,13,4,1,1,2,0,0
152,1,140.5061878625511,8,3,4,3,0,0,0,0
45,0,84.48453721113934,3,21,3,1,0,0,0,0
126,0,89.38985845980118,4,27,3,2,1,0,0,0
154,0,85.15336278629565,6,30,4,3,0,0,0,0
106,0,85.66241123791724,4,26,4,5,1,3,0,0
38,0,144.9132515026752,7,21,4,0,1,0,0,0
92,1,76.5,7,4,4,1,2,0,0,0
23,0,123.82037291118982,3,11,4,2,1,0,3,0
86,0,134.1,8,14,4,0,1,0,0,0
3,0,80.10298059070267,2,5,4,3,2,3,0,0
36,0,95.4,3,2,4,2,0,0,3,0
136,0,103.11634323091832,7,2,4,4,1,0,0,0
50,0,168.3,8,20,4,3,1,0,3,0
31,0,148.41574292694375,9,10,4,3,0,0,3,0
103,0,135.81788610511745,7,29,4,1,1,0,0,0
64,0,168.3,8,8,4,1,0,0,3,0
279,1,80.7056337579564,8,25,4,5,1,2,0,0
40,0,159.59214889365614,9,21,4,2,0,0,0,0
237,0,81.94785925439747,12,28,4,3,2,0,0,0
183,1,162.9,10,25,4,3,0,0,5,0
26,0,76.48011711526303,12,20,4,2,1,1,0,0
247,1,115.0,6,6,3,1,1,1,0,0
0,0,139.78873692848694,6,7,4,1,0,0,2,0
73,0,84.28402076883047,3,17,4,3,0,0,0,0
164,0,96.3,8,27,4,1,1,0,0,0
185,0,113.89337839521973,8,14,3,1,1,1,0,0
285,1,108.10275792503096,10,26,4,1,2,0,3,0
161,1,129.5215913743549,7,16,4,1,0,0,1,0
49,0,159.3,5,28,4,0,1,0,3,0
38,0,140.15648050307715,4,27,4,1,0,0,3,0
59,0,66.78829958462033,3,8,4,2,0,2,0,0
30,0,110.41498952322173,9,3,4,0,2,0,2,0
183,1,99.94007936890921,6,7,4,3,1,0,0,0
6,0,83.4273629252267,2,21,3,0,0,0,0,0
194,0,125.40149987505482,8,26,4,2,2,0,3,0
54,0,99.1105109117138,3,21,4,2,0,0,0,0
314,1,98.05964124296952,10,1,4,3,0,0,1,0
255,1,78.93964596109615,12,26,4,5,2,0,0,0
167,1,118.46394282794049,5,19,4,1,1,0,0,0
143,1,130.68202080864847,9,19,4,4,1,0,1,0
225,0,104.72502859670122,10,29,4,2,1,0,3,0
8,0,168.99737073313875,7,22,4,0,0,0,0,0
192,0,94.46328795249225,8,3,4,2,0,2,0,0
56,0,75.66924399486204,3,16,3,3,0,0,0,0
33,0,128.29257648847997,4,1,4,1,0,0,0,0
36,1,81.9,3,8,4,4,2,0,0,0
51,0,118.62349075648123,4,27,4,1,0,0,2,0
91,1,132.24211953979287,9,20,4,3,0,0,3,0
166,1,119.39910636260636,8,20,4,0,1,0,0,0
68,0,109.87532769163833,4,23,4,2,2,0,0,0
209,0,84.98896646157166,6,30,4,3,0,1,0,0
49,0,78.0322635751132,11,11,4,1,1,3,0,0
38,1,145.53432064250964,8,21,4,1,0,0,0,0
55,0,126.9,5,12,4,2,0,0,0,0
156,0,100.52408146392135,6,7,4,3,0,3,0,0
29,0,150.17718969502585,3,23,4,2,1,0,3,0
61,0,77.48319587334355,3,16,4,3,0,3,0,0
84,0,140.34328489901216,5,25,4,2,0,0,3,0
45,0,125.10883604376917,8,17,4,2,0,1,0,0
17,0,103.4931862131236,2,18,3,14,5,0,3,0
217,0,69.21880588350001,12,3,4,1,1,2,0,0
302,0,100.55761502860746,7,15,4,3,1,0,0,0
57,0,68.21182868362868,3,12,4,3,0,3,0,0
36,1,88.31223760337654,11,12,4,3,2,0,0,0
137,1,79.47351078927522,11,28,4,1,0,3,0,0
46,0,138.41611423752227,4,10,4,2,1,0,3,0
183,1,105.90809037601744,8,8,4,3,0,0,0,0
147,0,106.47493593558599,7,28,4,5,2,0,1,0
103,0,76.5,4,20,4,1,0,2,0,0
60,0,135.9,9,10,4,1,2,0,0,0
72,0,75.0637716241952,11,19,4,3,1,2,0,0
218,0,80.4325049883194,8,12,3,1,1,1,0,0
105,0,68.0,7,4,3,1,1,0,0,0
134,0,107.85984777693953,7,5,4,4,0,0,0,0
124,0,140.85381298181022,9,30,4,2,0,0,3,0
64,1,75.12567486640803,4,9,4,2,1,0,0,0
12,0,222.78500832743677,10,28,4,1,1,0,5,0
94,0,135.31363027707772,6,13,4,3,0,0,3,0
54,0,138.45391103905345,5,27,4,2,0,0,1,0
11,0,109.7517674077521,3,2,4,2,0,0,2,0
94,1,78.01134793090908,9,24,4,2,0,1,0,0
124,0,89.94866395308156,3,29,3,3,0,0,0,0
104,0,75.12876341643087,9,12,3,3,0,0,0,0
20,0,147.54016874097485,3,18,4,1,0,0,0,0
5,0,95.0,4,17,2,0,0,0,0,0
10,0,119.48503226851008,5,17,4,2,0,0,0,0
21,0,61.73942957673907,11,17,2,1,0,0,0,0
35,1,135.9,8,9,4,2,0,0,0,0
135,0,103.7,6,27,4,4,0,0,3,0
116,0,192.03806430730447,7,16,4,4,3,1,3,0
35,0,98.1,5,22,4,1,2,3,0,0
115,0,85.80889565211554,9,3,3,1,1,0,0,0
158,1,131.18977533400644,7,5,4,3,0,0,0,0
87,0,140.4,6,1,4,1,0,0,3,0
276,0,105.17870654495603,7,16,4,1,1,0,0,0
195,1,173.02348143307418,7,19,4,1,2,0,5,0
119,0,85.84582285857758,5,28,4,1,0,3,0,0
186,2,123.991435155457,7,17,4,2,1,0,3,0
23,0,91.99289673450524,10,17,3,1,0,2,0,0
84,0,88.75325037294083,3,26,4,0,2,0,0,0
148,0,91.25408406278068,7,23,4,4,1,3,0,0
20,0,140.0,10,29,4,1,2,0,0,0
3,0,163.24298712974687,6,11,4,1,1,0,1,0
28,0,94.35861527912924,5,13,4,1,0,0,0,0
102,0,126.9,5,7,4,2,0,0,0,0
48,0,86.83636264310793,3,29,3,3,0,0,3,0
37,1,55.8504807355229,3,9,4,3,0,1,0,0
56,0,141.64522312728894,9,29,4,2,1,0,1,0
12,0,64.977996783773,8,13,2,3,1,0,0,0
174,0,85.89373832579994,7,5,4,2,1,1,0,0
61,0,68.82846299499423,7,7,4,7,1,0,0,0
40,0,68.14675177830637,2,21,4,3,1,0,2,0
0,0,86.97286647367075,3,9,4,0,0,1,0,0
176,0,96.3,8,26,4,1,0,0,0,0
291,0,70.39821973984552,8,20,4,3,2,1,0,0
252,0,92.25988078905498,9,25,3,4,0,0,0,0
166,1,119.30795744011223,8,2,4,3,0,0,1,0
104,0,118.80798105445221,5,23,4,4,2,0,0,0
39,0,85.77249500669011,10,15,3,2,2,0,0,0
39,0,120.47690003887017,4,21,4,1,0,0,1,0
156,0,112.37508480784625,7,20,4,2,1,0,3,0
116,0,112.68469640359127,6,7,4,2,0,0,0,0
110,0,101.29820578036177,6,27,4,3,0,0,3,0
90,1,132.3,10,19,4,3,0,0,3,0
52,0,122.83937424230524,5,16,4,3,1,0,3,0
227,0,96.3,9,14,4,1,1,0,0,0
106,1,139.2846762214747,10,24,4,0,1,0,3,0
89,0,98.48591587328579,4,23,4,3,1,0,0,0
240,0,83.90440330463309,8,18,4,2,0,2,0,0
89,0,103.73866703205947,7,12,3,1,0,0,0,0
64,0,149.62676508175628,8,15,4,1,0,0,3,0
7,0,156.0,6,15,4,2,0,0,3,0
180,0,96.3,7,28,4,0,1,0,0,0
304,0,89.0,11,3,4,2,0,0,0,0
119,0,104.83249766875333,10,26,4,2,0,0,2,0
40,0,126.49663429160212,11,12,4,4,1,0,3,0
86,0,88.52718745407799,11,24,4,3,1,1,0,0
133,0,177.3,7,24,4,0,1,0,5,0
23,0,135.5040185317972,3,26,4,2,1,0,0,0
35,0,126.32437062571616,7,1,4,1,0,0,0,0
32,0,72.90223247344399,2,4,4,2,0,0,0,0
152,0,199.76125354256402,5,26,3,0,0,0,4,0
8,0,129.8429173576088,8,19,4,1,0,0,0,0
5,0,188.14828141161968,6,11,4,2,0,0,3,0
108,0,174.6,8,25,4,2,1,1,3,0
307,0,52.0,11,24,3,2,0,0,0,0
5,0,92.36683874852092,2,16,3,0,0,0,0,0
119,0,78.90966510834727,4,10,4,2,0,0,0,0
16,0,106.0,2,27,4,0,1,0,3,0
68,0,67.5,3,14,4,1,0,3,0,0
89,0,77.00276978633978,7,15,3,3,1,0,0,0
54,0,85.19644449049535,3,17,4,0,0,2,0,0
228,0,90.99568883886316,8,27,4,3,2,0,0,0
13,0,110.80544544779018,10,18,4,2,0,0,0,0
108,0,138.3365335860129,6,23,4,1,1,0,3,0
5,0,124.66913310295428,5,30,4,2,0,0,0,0
16,0,88.15872571403942,11,13,4,1,2,3,0,0
109,0,94.5,7,26,3,1,0,2,0,0
10,0,132.73915272017103,4,7,4,1,0,0,1,0
2,0,96.98272820788199,6,11,4,1,0,1,0,0
32,0,159.3,3,25,4,1,0,0,3,0
159,0,119.85,5,26,4,2,0,0,0,0
44,0,66.34269885199397,2,11,3,1,0,1,0,0
14,0,177.27107234105904,6,19,4,1,1,0,2,0
57,0,94.5,4,11,4,2,1,3,0,0
4,0,87.72306648415855,7,12,4,1,0,0,0,0
28,0,147.30107433137644,10,2,4,1,2,0,1,0
145,0,89.90154526302267,5,13,4,4,1,3,0,0
9,0,140.251800465848,6,16,4,1,0,1,0,0
54,0,85.42762616001912,3,16,4,3,0,0,0,0
128,0,79.84347398099585,10,12,3,1,1,1,0,0
4,0,233.20780993505363,8,5,4,1,0,0,5,0
117,0,72.25,7,22,3,4,0,0,0,0
2,0,147.5899393712819,3,24,4,2,1,0,1,0
71,0,135.98834522124446,8,6,4,2,0,0,0,0
176,1,130.05,8,1,4,4,1,0,2,0
11,0,167.85131901413382,7,9,3,4,2,0,3,0
288,0,115.9492824630528,8,17,3,2,0,1,0,0
64,0,74.24245776041744,2,11,4,1,2,0,0,0
265,0,100.34101456750219,9,8,4,2,1,0,0,0
215,0,177.2364817563332,8,6,4,2,1,0,3,0
191,0,120.16025878764302,10,26,4,3,0,0,1,0
34,0,135.9,8,9,4,1,0,0,0,0
279,0,74.86549698633056,8,4,4,2,0,0,0,0
86,0,104.4,10,26,4,2,0,0,3,0
49,0,124.87838240380542,8,29,4,2,1,0,3,0
3,0,139.0,7,7,4,1,0,3,0,0
231,0,158.95,8,23,4,3,1,0,5,0
175,0,127.19455872616192,8,11,4,0,1,0,0,0
71,0,101.0308142242377,5,3,4,1,2,0,3,0
29,0,73.71961605864853,2,2,4,3,0,3,0,0
58,0,178.20533131842933,4,26,4,4,1,0,4,0
32,0,72.95703180590202,2,4,4,2,0,0,0,0
41,0,106.74222023556702,5,27,4,1,0,2,0,0
178,0,182.082025604717,6,7,4,4,1,0,5,0
183,0,110.0,9,8,3,3,0,0,0,0
123,0,108.49286758624217,8,5,4,1,1,1,0,0
3,0,96.53337141528833,10,23,3,0,1,1,0,0
173,0,90.8629446319186,7,12,4,4,1,0,0,0
165,0,96.3,8,27,4,1,1,0,0,0
348,0,132.68381998242222,10,7,3,2,0,0,0,0
1,0,137.5227162231533,3,23,4,1,0,0,0,0
19,0,48.88615463900522,8,20,3,1,0,0,0,0
116,0,71.28665484951922,5,25,3,2,1,0,0,0
43,0,75.57269415043746,2,22,4,4,0,0,0,0
154,1,115.45872439141088,8,9,4,3,0,0,0,0
56,0,140.8384792719676,9,28,4,1,1,0,0,0
2,0,198.90182535693802,7,18,4,2,0,0,4,0
154,0,144.38013651921136,9,17,4,0,1,0,3,0
16,0,135.0,10,7,4,1,0,3,0,0
144,1,106.93213841471403,9,28,4,4,1,0,3,0
52,0,79.2,11,11,4,1,0,3,0,0
108,0,56.851428406828674,11,14,4,2,1,0,0,0
231,0,97.87134676193429,6,24,4,3,0,1,0,0
66,1,75.93306286775089,4,1,4,2,2,2,0,0
4,0,95.11217154341269,5,13,2,1,0,0,0,0
24,0,129.0,3,21,4,2,0,3,0,0
87,0,76.5,5,6,4,2,0,1,0,0
108,0,80.75,9,23,3,1,2,0,0,0
16,0,135.0,10,7,4,1,0,3,0,0
36,1,125.99138734680878,3,22,4,2,1,0,1,0
136,0,122.15234337578768,9,20,4,1,0,0,2,0
170,0,123.39473306254786,9,3,4,3,0,0,0,0
57,0,79.2,11,21,4,2,0,3,0,0
180,0,101.70745993263628,10,10,4,2,0,3,0,0
88,0,99.3974289193124,4,10,4,3,0,0,3,0
154,0,198.75499817164595,6,22,4,3,0,0,3,0
128,0,79.2,11,12,4,1,1,3,0,0
1,0,79.77003074271123,2,9,4,1,0,3,0,0
10,1,119.74688731401153,9,29,4,0,1,3,0,0
220,0,158.95,8,11,4,8,2,0,5,0
59,0,120.29354183569856,10,2,4,1,2,0,1,0
161,1,114.48052469340723,6,26,4,1,1,0,1,0
57,0,123.49644901327285,8,1,4,2,0,0,3,0
40,0,127.86560026807348,6,8,4,2,0,0,2,0
151,0,100.5197590329878,7,5,4,2,1,3,0,0
164,1,105.3,8,5,4,1,0,0,0,0
18,0,79.0,2,12,4,2,1,3,0,0
64,0,115.5003276793225,4,18,4,3,0,0,3,0
254,0,104.44244807600684,7,9,4,1,0,0,0,0
75,0,207.9,8,12,4,1,0,0,5,0
10,0,145.0,8,9,4,1,1,0,0,0
192,0,137.7,8,6,4,1,1,0,2,0
56,0,95.11403160419981,3,18,4,2,1,0,0,0
205,0,91.62363608797821,7,23,4,2,2,0,0,0
65,0,73.65707209126789,3,11,4,1,1,0,0,0
201,1,137.2714608179895,7,28,3,1,0,0,3,0
23,0,138.42161315240745,7,26,4,2,1,0,0,0
40,0,76.55432109226473,7,20,3,1,0,0,0,0
256,1,115.0,6,15,3,2,0,1,0,0
140,0,125.39780903456806,7,14,4,5,1,0,3,0
152,0,146.55604993632775,8,13,4,0,2,0,3,0
107,0,108.95804746321835,10,12,4,1,0,2,0,0
16,0,129.0,7,19,4,0,1,3,0,0
18,0,121.0,5,7,4,1,1,0,0,0
156,0,107.17523858043516,7,14,4,4,2,0,0,0
208,1,128.66948695613382,8,7,4,1,1,0,0,0
124,0,143.1,9,20,4,4,1,0,3,0
27,0,94.39177236840641,6,12,4,0,2,0,0,0
170,0,99.19653121117659,8,4,3,2,1,0,0,0
69,0,149.5483710668519,8,3,4,4,1,0,3,0
153,0,113.55655302144378,9,7,4,2,0,0,0,0
30,0,132.51348221932253,6,15,4,1,0,0,2,0
23,0,95.28920078255427,2,4,4,3,0,0,0,0
65,0,105.47118495965114,6,24,4,2,1,0,0,0
62,0,150.9331646151161,8,22,4,0,1,0,1,0
32,0,202.24631865657943,8,24,4,1,1,0,4,0
59,0,154.78422877374607,5,4,4,1,1,0,2,0
39,0,126.9,5,21,4,2,2,0,0,0
175,0,99.35945416241147,8,10,4,3,0,0,0,0
85,0,76.5,7,13,4,3,2,0,0,0
22,0,224.44646076170005,9,27,4,3,0,0,5,0
164,1,93.28259152717601,8,7,4,4,1,0,0,0
256,1,114.26589446455102,6,15,3,2,0,1,0,0
59,0,123.74275639335693,8,2,4,1,0,0,3,0
40,1,125.61575316025825,4,17,4,5,2,0,3,0
156,1,76.50556172322025,6,5,4,3,1,0,0,0
34,0,109.13494329822683,9,28,4,1,1,2,0,0
33,0,194.65746294272384,7,8,4,2,0,0,0,0
13,0,129.1162498997055,7,22,4,1,0,2,0,0
53,0,70.09628800002324,10,11,4,2,1,0,0,0
28,0,214.1370460625986,5,16,4,2,0,0,5,0
151,1,108.71960202030112,7,11,4,1,0,0,0,0
35,0,127.65788308537637,5,27,4,3,1,0,1,0
231,0,100.3,9,9,4,2,1,0,0,0
20,0,169.0067400211926,4,28,4,1,0,0,3,0
123,0,92.78107901007758,3,29,4,2,0,0,0,0
48,0,137.79917370278298,5,19,4,3,1,0,2,0
81,0,92.07474550208872,4,23,4,1,0,0,1,0
39,0,132.5806380766312,9,25,4,0,1,0,0,0
184,0,152.15,9,4,4,3,1,1,0,0
204,0,125.23864697438293,5,28,3,1,2,0,0,0
81,1,76.5,7,26,4,1,1,0,0,0
174,0,77.17705679957072,7,5,4,1,0,0,0,0
29,0,125.03227729941877,10,3,4,0,0,1,0,0
60,0,94.86476662486731,6,17,4,1,2,3,0,0
17,0,155.3369225432533,4,30,4,2,0,0,3,0
3,0,95.0,5,13,1,3,0,0,0,0
111,0,120.45980891073131,9,8,3,0,1,0,3,0
199,0,72.00257936186968,7,9,4,2,0,0,0,0
103,0,147.25682391781478,7,8,4,3,0,0,1,0
120,0,119.80366155013701,9,1,4,2,1,2,0,0
241,0,102.18322191672202,9,3,4,2,1,0,2,0
36,0,134.6282414237151,8,10,4,1,1,0,2,0
31,0,148.4670849832544,9,10,4,3,0,0,3,0
102,1,117.7306321717922,10,6,3,1,0,0,0,0
224,0,73.90523283720051,10,18,4,1,0,0,0,0
71,0,85.81772956025293,4,22,4,2,2,3,0,0
19,0,156.10330750678787,6,7,4,1,0,0,2,0
2,0,114.23145439177414,5,28,4,2,2,0,0,0
235,0,139.12923837056195,9,6,3,3,0,0,1,0
55,0,159.3,5,2,4,2,0,0,2,0
29,0,158.5701172166751,10,4,4,3,0,0,3,0
103,0,146.02936426284495,6,8,3,2,0,0,2,0
68,0,79.2,11,21,4,2,0,3,0,0
251,1,129.95027970270334,10,21,4,2,1,0,3,0
62,0,63.75,3,9,4,3,0,3,0,0
62,0,74.8,11,17,4,3,1,2,0,0
26,0,130.70418215019723,7,27,4,3,1,0,0,0
0,0,95.9130822258706,4,13,0,1,0,0,0,0
166,1,114.3,8,3,4,2,0,0,0,0
171,1,104.82614140527232,7,20,4,8,3,0,0,0
80,0,78.82270021917624,10,19,4,1,1,2,0,0
18,0,142.43815417000872,7,7,4,5,1,0,1,0
17,0,176.28966033948652,5,16,4,2,0,0,2,0
56,0,94.56147986532994,11,6,4,2,0,0,0,0
130,0,118.8,10,8,4,1,1,0,0,0
178,1,130.05,8,3,4,3,1,0,3,0
224,0,102.27742289478316,8,7,3,2,0,0,0,0
204,0,99.45,8,7,4,2,1,0,3,0
232,0,81.58948289148248,8,18,4,3,0,0,0,0
118,0,200.9420087213442,8,13,4,1,0,0,5,0
3,0,89.76212178227019,3,7,4,2,0,3,0,0
70,0,151.96504666929062,8,18,4,1,0,0,3,0
65,1,149.4,9,8,4,2,0,0,3,0
186,0,112.03226728042978,8,28,4,2,1,0,0,0
195,0,121.5,8,13,4,1,0,0,0,0
44,0,65.51112925127296,2,7,4,3,1,1,0,0
28,0,74.43520884423482,2,2,4,5,2,1,0,0
255,0,106.44029486117827,6,27,4,3,0,0,0,0
1,0,149.0,7,6,4,1,0,3,0,0
204,0,59.07,10,2,4,2,1,0,0,0
86,1,85.77061531819466,3,25,4,1,1,2,0,0
76,0,133.58232755048513,10,20,4,1,1,0,1,0
213,0,120.13348371385533,8,19,4,5,2,0,0,0
95,0,95.77607334616832,4,17,4,2,1,0,0,0
170,0,112.53811579542267,8,29,4,5,2,0,0,0
0,0,138.17244913357308,8,10,4,1,0,0,0,0
60,0,145.85600162557677,6,8,4,1,0,0,3,0
60,0,123.95852491174044,9,4,4,2,0,0,3,0
175,0,130.05,8,13,4,3,1,0,3,0
52,1,108.0,9,2,4,0,1,3,0,0
82,1,122.87915954866604,10,21,4,3,1,0,2,0
63,0,177.3,4,12,4,2,0,0,5,0
151,0,102.50812877245356,7,21,4,2,2,0,0,0
84,1,88.9451919551529,10,29,4,3,2,0,0,0
73,0,71.29036648710323,3,17,4,3,1,0,0,0
81,0,102.07057552133078,4,12,3,2,1,0,1,0
10,0,140.36987349648263,5,7,4,0,0,0,0,0
201,1,127.30404157727924,8,23,4,4,2,0,2,0
84,0,88.42351315230772,11,28,4,4,1,0,0,0
24,0,231.3283958513514,6,20,4,2,0,0,5,0
70,0,76.5608637832076,10,30,4,1,1,0,0,0
64,1,82.33977568624942,11,18,4,1,1,2,0,0
122,0,141.87445941628852,7,29,4,2,1,0,3,0
49,0,112.20169042795843,4,9,4,2,1,0,2,0
31,0,210.5195406379301,7,17,4,2,1,0,3,0
55,0,84.53936859722052,3,19,4,1,1,3,0,0
92,1,107.78655008277228,9,4,4,2,0,3,0,0
40,0,82.24810877709024,2,4,4,3,0,0,1,0
25,1,139.0,8,21,4,0,1,3,0,0
54,0,139.00581093991894,4,6,4,1,0,0,3,0
