,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
32126,INN32127,2,2,0,3,Meal Plan 1,0,Room_Type 7,33,2018,3,22,Online,0,0,0,182.85,1,Not_Canceled
34885,INN34886,2,0,0,2,Meal Plan 1,0,Room_Type 4,26,2018,4,15,Online,0,0,0,142.0,0,Canceled
30534,INN30535,2,0,2,0,Meal Plan 1,0,Room_Type 1,35,2018,9,25,Online,0,0,0,117.0,2,Not_Canceled
26086,INN26087,2,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,6,8,Online,0,0,0,121.0,1,Not_Canceled
22795,INN22796,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,7,Online,0,0,0,80.0,1,Not_Canceled
2398,INN02399,2,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,6,5,Online,0,0,0,121.0,1,Not_Canceled
11230,INN11231,3,0,1,2,Meal Plan 1,0,Room_Type 4,165,2018,10,7,Online,0,0,0,151.2,0,Canceled
7306,INN07307,2,0,1,2,Meal Plan 1,0,Room_Type 1,120,2018,6,10,Online,0,0,0,126.9,0,Canceled
35805,INN35806,3,0,0,2,Meal Plan 1,0,Room_Type 4,7,2018,2,26,Online,0,0,0,139.0,2,Not_Canceled
13747,INN13748,2,1,2,1,Meal Plan 1,0,Room_Type 1,119,2018,7,23,Online,0,0,0,121.5,0,Not_Canceled
3202,INN03203,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,9,2,Online,0,0,0,86.35,0,Not_Canceled
23757,INN23758,2,0,0,3,Not Selected,1,Room_Type 1,235,2018,8,31,Online,0,0,0,94.5,1,Canceled
31266,INN31267,2,0,2,3,Meal Plan 1,0,Room_Type 4,47,2018,10,15,Online,0,0,0,95.48,2,Not_Canceled
6580,INN06581,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Online,0,0,0,130.0,0,Canceled
8246,INN08247,2,0,0,3,Meal Plan 1,0,Room_Type 1,8,2017,12,15,Offline,0,0,0,58.0,1,Not_Canceled
13567,INN13568,2,0,0,3,Not Selected,0,Room_Type 1,1,2018,3,16,Online,0,0,0,97.0,1,Not_Canceled
13573,INN13574,1,0,1,0,Not Selected,1,Room_Type 1,7,2018,4,11,Online,0,0,0,89.0,0,Not_Canceled
25881,INN25882,1,0,2,2,Meal Plan 1,0,Room_Type 1,111,2018,6,17,Online,0,0,0,109.65,1,Not_Canceled
29790,INN29791,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,12,8,Corporate,1,0,1,65.0,0,Not_Canceled
16215,INN16216,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,2,6,Online,0,0,0,93.0,1,Not_Canceled
28629,INN28630,1,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,2,16,Offline,0,0,0,64.4,0,Not_Canceled
10228,INN10229,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,21,Online,0,0,0,140.0,0,Not_Canceled
35333,INN35334,2,0,0,3,Meal Plan 1,0,Room_Type 1,53,2018,11,2,Online,0,0,0,108.0,1,Canceled
31090,INN31091,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,5,27,Offline,0,0,0,73.0,0,Not_Canceled
20051,INN20052,2,2,2,5,Meal Plan 1,0,Room_Type 6,136,2018,5,7,Online,0,0,0,170.36,0,Canceled
4343,INN04344,1,0,0,3,Meal Plan 1,0,Room_Type 1,133,2018,6,9,Online,0,0,0,121.5,1,Not_Canceled
34552,INN34553,2,0,2,0,Meal Plan 1,0,Room_Type 1,18,2017,12,6,Online,0,0,0,107.0,0,Not_Canceled
34151,INN34152,2,1,0,1,Meal Plan 1,0,Room_Type 4,71,2018,8,19,Online,0,0,0,152.1,0,Canceled
4556,INN04557,2,0,4,5,Meal Plan 2,0,Room_Type 1,229,2018,11,13,Online,0,0,0,107.64,1,Canceled
7271,INN07272,3,0,2,0,Meal Plan 1,0,Room_Type 4,31,2018,8,7,Online,0,0,0,168.3,0,Not_Canceled
31382,INN31383,2,0,0,1,Not Selected,0,Room_Type 1,63,2018,9,3,Online,0,0,0,99.0,0,Canceled
27915,INN27916,2,0,0,2,Not Selected,0,Room_Type 1,47,2018,9,9,Online,0,0,0,125.1,2,Not_Canceled
25573,INN25574,2,0,0,1,Meal Plan 1,0,Room_Type 1,182,2018,7,28,Online,0,0,0,96.3,2,Canceled
28304,INN28305,2,0,1,5,Meal Plan 1,0,Room_Type 1,20,2017,10,12,Online,1,1,0,98.4,0,Not_Canceled
33466,INN33467,2,0,1,2,Meal Plan 1,0,Room_Type 1,206,2017,10,2,Online,0,0,0,59.07,0,Canceled
19969,INN19970,2,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,7,21,Corporate,0,0,0,105.0,0,Not_Canceled
8532,INN08533,1,0,1,5,Meal Plan 1,0,Room_Type 1,43,2018,3,8,Online,0,0,0,68.47,0,Canceled
12989,INN12990,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Online,0,0,0,159.0,0,Not_Canceled
5496,INN05497,2,0,2,0,Not Selected,0,Room_Type 1,1,2018,8,28,Online,0,0,0,85.5,0,Not_Canceled
950,INN00951,2,0,1,1,Not Selected,0,Room_Type 1,63,2018,3,28,Online,0,0,0,80.1,0,Canceled
32836,INN32837,2,1,0,1,Meal Plan 1,0,Room_Type 1,34,2018,7,29,Online,0,0,0,152.1,0,Not_Canceled
18523,INN18524,2,0,0,4,Not Selected,0,Room_Type 1,57,2018,3,30,Online,0,0,0,76.76,0,Canceled
1207,INN01208,2,0,0,2,Meal Plan 1,1,Room_Type 4,42,2018,9,27,Online,0,0,0,158.4,1,Not_Canceled
27589,INN27590,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,80.0,0,Not_Canceled
31788,INN31789,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
10269,INN10270,2,0,1,5,Not Selected,0,Room_Type 1,94,2018,7,12,Online,0,0,0,94.5,0,Canceled
25957,INN25958,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled
29808,INN29809,2,0,1,3,Meal Plan 1,0,Room_Type 4,99,2018,5,23,Online,0,0,0,132.6,0,Canceled
8843,INN08844,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90.0,0,Canceled
26857,INN26858,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2018,11,5,Online,0,0,0,140.0,1,Canceled
36128,INN36129,3,0,1,2,Meal Plan 1,0,Room_Type 4,136,2018,9,30,Online,0,0,0,154.8,0,Canceled
34799,INN34800,2,1,0,4,Meal Plan 1,1,Room_Type 1,0,2018,10,19,Corporate,0,0,0,107.0,3,Not_Canceled
31755,INN31756,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,26,Offline,0,0,0,38.67,0,Not_Canceled
30201,INN30202,2,0,2,3,Meal Plan 1,0,Room_Type 1,196,2018,9,17,Online,0,0,0,87.67,1,Not_Canceled
34600,INN34601,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,6,8,Offline,0,0,0,90.0,1,Not_Canceled
24558,INN24559,2,0,0,5,Meal Plan 1,0,Room_Type 1,117,2018,12,13,Online,0,0,0,85.0,1,Canceled
29279,INN29280,1,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,6,26,Online,0,0,0,97.75,1,Not_Canceled
11314,INN11315,3,0,0,3,Meal Plan 1,0,Room_Type 4,36,2018,4,28,Online,0,0,0,152.4,2,Not_Canceled
23419,INN23420,2,0,2,2,Meal Plan 1,0,Room_Type 1,63,2018,5,20,Offline,0,0,0,110.0,0,Not_Canceled
751,INN00752,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115.0,1,Canceled
33875,INN33876,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,12,16,Online,0,0,0,104.0,1,Not_Canceled
16793,INN16794,2,0,1,3,Meal Plan 1,0,Room_Type 1,238,2018,12,26,Online,0,0,0,54.09,0,Canceled
23926,INN23927,2,0,2,2,Meal Plan 1,0,Room_Type 1,78,2018,2,20,Offline,0,0,0,60.0,1,Not_Canceled
29500,INN29501,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,4,27,Online,0,0,0,103.44,2,Not_Canceled
20033,INN20034,2,0,0,2,Not Selected,1,Room_Type 1,62,2018,4,7,Online,0,0,0,103.5,0,Not_Canceled
15871,INN15872,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
2110,INN02111,2,0,1,0,Meal Plan 1,0,Room_Type 2,198,2018,7,17,Online,0,0,0,86.75,0,Canceled
18424,INN18425,2,0,2,1,Not Selected,0,Room_Type 1,59,2018,3,13,Online,0,0,0,67.5,0,Not_Canceled
10672,INN10673,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
4775,INN04776,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60.0,0,Canceled
6915,INN06916,2,1,2,1,Meal Plan 1,1,Room_Type 4,15,2018,6,19,Online,0,0,0,168.0,2,Not_Canceled
5136,INN05137,2,0,0,4,Meal Plan 1,0,Room_Type 1,15,2017,11,10,Online,0,0,0,90.95,0,Not_Canceled
20784,INN20785,3,0,0,2,Meal Plan 1,0,Room_Type 4,53,2018,5,6,Online,0,0,0,159.3,3,Not_Canceled
24800,INN24801,2,2,2,3,Meal Plan 1,1,Room_Type 6,50,2018,12,3,Online,0,0,0,156.9,1,Not_Canceled
16237,INN16238,2,0,1,2,Meal Plan 1,0,Room_Type 1,129,2018,8,15,Online,0,0,0,114.3,1,Not_Canceled
9282,INN09283,3,0,2,5,Meal Plan 1,0,Room_Type 4,85,2018,7,10,Online,0,0,0,140.27,2,Not_Canceled
6686,INN06687,2,0,1,0,Not Selected,0,Room_Type 1,59,2018,6,26,Online,0,0,0,89.1,1,Not_Canceled
18708,INN18709,2,0,2,4,Meal Plan 1,0,Room_Type 1,145,2018,4,29,Online,0,0,0,69.56,0,Not_Canceled
30906,INN30907,1,0,0,3,Meal Plan 1,0,Room_Type 1,13,2018,6,14,Corporate,1,0,4,65.0,0,Not_Canceled
14068,INN14069,3,0,0,2,Meal Plan 1,0,Room_Type 4,21,2018,6,1,Online,0,0,0,157.0,0,Canceled
21545,INN21546,2,0,1,3,Meal Plan 1,0,Room_Type 1,53,2018,11,14,Offline,0,0,0,68.0,0,Not_Canceled
28525,INN28526,3,0,2,3,Meal Plan 1,0,Room_Type 4,159,2018,7,23,Online,0,0,0,130.05,2,Canceled
35866,INN35867,2,0,1,1,Not Selected,0,Room_Type 1,34,2018,10,29,Online,0,0,0,109.0,1,Canceled
1109,INN01110,1,0,2,1,Meal Plan 2,0,Room_Type 1,2,2017,8,15,Online,0,0,0,72.5,0,Canceled
33030,INN33031,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,19,Corporate,0,0,0,65.0,0,Not_Canceled
33168,INN33169,2,0,2,4,Meal Plan 1,0,Room_Type 1,17,2017,8,29,Online,0,0,0,97.5,1,Canceled
13088,INN13089,2,0,0,3,Meal Plan 1,0,Room_Type 4,8,2018,4,21,Online,0,0,0,146.0,0,Not_Canceled
22337,INN22338,2,0,1,2,Not Selected,0,Room_Type 1,144,2018,10,28,Online,0,0,0,80.1,0,Canceled
26197,INN26198,2,2,2,2,Meal Plan 1,0,Room_Type 6,198,2018,7,30,Offline,0,0,0,136.5,1,Canceled
35675,INN35676,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,10,7,Offline,0,0,0,89.76,0,Not_Canceled
35054,INN35055,1,0,2,3,Meal Plan 1,0,Room_Type 4,52,2018,3,17,Online,0,0,0,104.08,2,Not_Canceled
9996,INN09997,2,0,2,1,Meal Plan 1,0,Room_Type 1,2,2017,9,12,Online,0,0,0,138.67,1,Not_Canceled
1186,INN01187,2,0,0,2,Meal Plan 1,0,Room_Type 1,71,2018,4,1,Online,0,0,0,87.3,0,Canceled
30413,INN30414,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled
29194,INN29195,2,0,2,0,Not Selected,0,Room_Type 1,18,2018,6,12,Online,0,0,0,99.0,0,Canceled
21214,INN21215,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,8,31,Corporate,0,0,0,65.0,0,Not_Canceled
22087,INN22088,2,0,0,3,Meal Plan 1,0,Room_Type 1,137,2018,7,12,Online,0,0,0,105.3,1,Not_Canceled
7487,INN07488,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Not_Canceled
4996,INN04997,2,0,0,1,Meal Plan 1,0,Room_Type 7,0,2018,3,9,Complementary,1,3,14,0.0,1,Not_Canceled
21439,INN21440,1,0,2,5,Meal Plan 1,0,Room_Type 1,2,2018,2,14,Offline,0,0,0,55.74,0,Not_Canceled
4831,INN04832,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,8,12,Corporate,0,0,0,65.0,0,Not_Canceled
20061,INN20062,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,87.0,0,Not_Canceled
15251,INN15252,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,2017,10,17,Online,0,0,0,104.85,1,Not_Canceled
988,INN00989,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2017,8,3,Complementary,0,0,0,0.0,0,Not_Canceled
11701,INN11702,2,0,2,3,Meal Plan 1,0,Room_Type 1,108,2018,4,15,Online,0,0,0,85.85,0,Canceled
4415,INN04416,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,9,22,Online,0,0,0,194.0,3,Not_Canceled
19213,INN19214,2,0,0,2,Meal Plan 1,0,Room_Type 4,70,2018,9,15,Online,0,0,0,149.4,0,Canceled
25044,INN25045,2,0,0,4,Meal Plan 1,0,Room_Type 1,101,2018,4,26,Online,0,0,0,93.08,1,Not_Canceled
13045,INN13046,1,0,0,2,Not Selected,0,Room_Type 1,25,2018,6,1,Online,0,0,0,104.0,1,Not_Canceled
5511,INN05512,2,0,1,2,Meal Plan 1,0,Room_Type 3,180,2018,10,10,Online,0,0,0,130.0,0,Canceled
28178,INN28179,1,0,2,1,Meal Plan 1,0,Room_Type 1,35,2018,4,17,Online,0,0,0,93.9,0,Canceled
31640,INN31641,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,2017,11,6,Online,0,0,0,101.0,2,Not_Canceled
15776,INN15777,2,0,1,0,Not Selected,0,Room_Type 1,49,2018,7,11,Online,0,0,0,93.15,0,Canceled
14087,INN14088,2,0,1,3,Meal Plan 1,0,Room_Type 1,157,2018,7,7,Offline,0,0,0,72.25,0,Not_Canceled
19986,INN19987,2,0,0,2,Not Selected,0,Room_Type 1,17,2018,10,7,Online,0,0,0,135.0,1,Canceled
31345,INN31346,2,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,8,31,Online,0,0,0,107.03,2,Not_Canceled
1598,INN01599,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,80.0,0,Not_Canceled
24455,INN24456,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,4,15,Online,0,0,0,73.92,1,Not_Canceled
6904,INN06905,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,3,4,Online,0,0,0,74.64,0,Canceled
19232,INN19233,2,0,2,1,Meal Plan 1,0,Room_Type 1,80,2018,12,3,Offline,0,0,0,75.0,0,Not_Canceled
10428,INN10429,2,0,0,3,Meal Plan 1,1,Room_Type 1,157,2018,7,7,Online,0,0,0,123.3,1,Canceled
23841,INN23842,2,0,0,3,Meal Plan 1,0,Room_Type 1,40,2018,10,25,Offline,0,0,0,85.0,0,Not_Canceled
5734,INN05735,1,0,0,2,Meal Plan 1,0,Room_Type 1,37,2018,9,8,Offline,0,0,0,90.0,0,Not_Canceled
11717,INN11718,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
22279,INN22280,2,0,2,1,Meal Plan 1,0,Room_Type 1,58,2018,4,24,Online,0,0,0,81.08,0,Not_Canceled
28767,INN28768,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,116.33,0,Canceled
9594,INN09595,2,0,1,3,Not Selected,0,Room_Type 1,20,2018,8,29,Online,0,0,0,112.25,1,Not_Canceled
12828,INN12829,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
33539,INN33540,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
10330,INN10331,2,0,2,2,Meal Plan 1,0,Room_Type 1,86,2018,4,9,Offline,0,0,0,80.75,1,Not_Canceled
33929,INN33930,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,2,22,Corporate,1,0,1,65.0,0,Not_Canceled
11775,INN11776,2,0,1,4,Not Selected,0,Room_Type 1,90,2018,12,26,Online,0,0,0,88.74,0,Canceled
25678,INN25679,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115.0,0,Canceled
32574,INN32575,1,0,1,3,Meal Plan 1,0,Room_Type 1,21,2017,9,10,Offline,0,0,0,58.65,1,Not_Canceled
31012,INN31013,2,0,0,3,Meal Plan 1,0,Room_Type 1,35,2018,10,19,Offline,0,0,0,85.0,0,Not_Canceled
21666,INN21667,2,1,2,1,Meal Plan 1,0,Room_Type 1,59,2018,10,9,Offline,0,0,0,100.0,0,Not_Canceled
35242,INN35243,2,0,1,1,Meal Plan 1,0,Room_Type 1,62,2018,5,9,Offline,0,0,0,89.24,0,Not_Canceled
12758,INN12759,3,0,1,1,Meal Plan 1,0,Room_Type 4,65,2018,7,9,Online,0,0,0,148.5,0,Canceled
23762,INN23763,2,0,0,1,Not Selected,0,Room_Type 2,37,2017,12,24,Online,0,0,0,69.53,1,Not_Canceled
11143,INN11144,2,0,0,1,Meal Plan 1,1,Room_Type 1,61,2017,9,15,Online,0,0,0,98.25,1,Not_Canceled
13021,INN13022,2,0,0,2,Meal Plan 1,0,Room_Type 4,2,2017,10,9,Online,0,0,0,164.5,2,Not_Canceled
9976,INN09977,1,0,4,9,Meal Plan 1,0,Room_Type 1,32,2018,11,27,Online,0,0,0,74.8,1,Canceled
21130,INN21131,1,0,0,2,Meal Plan 1,0,Room_Type 5,1,2018,10,6,Online,0,0,0,164.0,0,Not_Canceled
6148,INN06149,1,0,2,7,Meal Plan 1,0,Room_Type 4,28,2018,2,5,Online,0,0,0,101.78,0,Canceled
15459,INN15460,1,0,1,3,Meal Plan 1,0,Room_Type 1,5,2018,10,27,Online,0,0,0,159.0,2,Not_Canceled
32478,INN32479,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
8991,INN08992,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
30609,INN30610,1,0,0,1,Not Selected,0,Room_Type 1,9,2018,3,17,Online,0,0,0,97.0,1,Not_Canceled
26853,INN26854,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
29305,INN29306,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,8,16,Online,0,0,0,128.0,0,Not_Canceled
18072,INN18073,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,2018,10,18,Offline,0,0,0,85.5,0,Not_Canceled
28473,INN28474,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,65.0,0,Canceled
25154,INN25155,2,0,2,4,Not Selected,0,Room_Type 1,70,2018,11,4,Online,0,0,0,120.15,2,Not_Canceled
18776,INN18777,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90.0,0,Not_Canceled
32073,INN32074,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
18569,INN18570,2,0,0,4,Meal Plan 1,1,Room_Type 2,232,2018,7,12,Online,0,0,0,105.25,1,Canceled
25035,INN25036,3,0,0,1,Meal Plan 1,0,Room_Type 4,56,2018,6,9,Online,0,0,0,141.3,0,Canceled
6071,INN06072,2,0,0,3,Meal Plan 1,0,Room_Type 4,63,2018,5,10,Online,0,0,0,140.4,0,Canceled
9094,INN09095,2,0,1,2,Meal Plan 1,0,Room_Type 4,18,2018,12,30,Online,0,0,0,148.0,2,Not_Canceled
33532,INN33533,1,0,2,2,Meal Plan 2,0,Room_Type 1,166,2018,7,24,Offline,0,0,0,85.01,0,Canceled
2516,INN02517,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
26281,INN26282,2,0,1,1,Meal Plan 1,0,Room_Type 1,66,2018,12,5,Online,1,0,1,67.91,2,Not_Canceled
11566,INN11567,3,0,3,5,Meal Plan 1,0,Room_Type 4,77,2018,7,3,Online,0,0,0,149.4,2,Not_Canceled
8471,INN08472,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,3,31,Corporate,0,0,0,95.0,0,Canceled
17316,INN17317,2,0,0,3,Meal Plan 1,0,Room_Type 4,95,2018,10,27,Online,0,0,0,104.4,1,Not_Canceled
17215,INN17216,2,0,1,1,Meal Plan 2,0,Room_Type 5,96,2017,9,28,Offline,0,0,0,138.0,0,Canceled
15987,INN15988,1,0,0,2,Meal Plan 1,0,Room_Type 1,167,2018,10,5,Offline,0,0,0,78.2,0,Canceled
32508,INN32509,1,0,5,11,Not Selected,0,Room_Type 1,31,2018,12,3,Online,0,0,0,66.29,0,Canceled
12430,INN12431,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled
25687,INN25688,1,0,0,1,Meal Plan 1,0,Room_Type 1,19,2018,5,7,Online,0,0,0,135.0,0,Not_Canceled
9448,INN09449,2,0,2,0,Meal Plan 1,0,Room_Type 4,2,2018,5,8,Online,0,0,0,118.0,1,Not_Canceled
18158,INN18159,2,0,0,4,Meal Plan 1,0,Room_Type 1,254,2018,10,12,Online,0,0,0,92.28,1,Canceled
3165,INN03166,1,0,0,2,Meal Plan 1,0,Room_Type 1,47,2017,8,18,Offline,0,0,0,100.0,1,Not_Canceled
9492,INN09493,2,0,0,3,Meal Plan 1,0,Room_Type 1,116,2018,5,31,Offline,0,0,0,75.0,0,Not_Canceled
15121,INN15122,2,0,2,5,Meal Plan 1,0,Room_Type 4,132,2018,7,31,Online,0,0,0,121.37,0,Canceled
13617,INN13618,2,0,2,2,Meal Plan 1,1,Room_Type 1,190,2018,7,24,Online,0,0,0,99.95,1,Not_Canceled
33012,INN33013,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
35698,INN35699,2,0,0,2,Not Selected,0,Room_Type 1,35,2018,6,1,Online,0,0,0,84.24,0,Canceled
14073,INN14074,1,0,0,3,Meal Plan 1,0,Room_Type 1,34,2017,12,1,Corporate,0,0,0,80.0,0,Not_Canceled
16710,INN16711,2,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,89.25,0,Canceled
24934,INN24935,1,1,2,4,Meal Plan 1,0,Room_Type 1,130,2018,8,11,Online,0,0,0,117.3,1,Not_Canceled
27082,INN27083,1,0,1,2,Meal Plan 2,0,Room_Type 1,116,2017,9,18,Online,0,0,0,76.92,1,Canceled
3291,INN03292,1,0,2,0,Meal Plan 1,0,Room_Type 1,9,2018,5,29,Online,0,0,0,97.02,1,Not_Canceled
21200,INN21201,2,0,0,1,Meal Plan 2,0,Room_Type 1,29,2018,12,17,Online,0,0,0,144.0,0,Not_Canceled
4278,INN04279,2,0,2,2,Meal Plan 1,0,Room_Type 4,50,2018,3,11,Online,0,0,0,82.45,0,Canceled
27099,INN27100,2,0,2,5,Meal Plan 1,0,Room_Type 4,57,2018,9,24,Online,0,0,0,146.96,0,Canceled
35656,INN35657,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65.0,0,Canceled
27987,INN27988,2,0,0,1,Not Selected,0,Room_Type 1,40,2018,10,13,Online,0,0,0,83.16,1,Not_Canceled
10287,INN10288,2,0,2,2,Meal Plan 1,0,Room_Type 4,24,2018,5,29,Online,0,0,0,117.3,1,Not_Canceled
29641,INN29642,2,0,0,1,Meal Plan 1,0,Room_Type 4,6,2018,2,20,Online,0,0,0,108.0,1,Not_Canceled
24484,INN24485,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90.0,0,Canceled
17208,INN17209,3,0,0,3,Meal Plan 1,0,Room_Type 4,46,2018,12,8,Online,0,0,0,138.6,2,Not_Canceled
21723,INN21724,2,0,2,2,Meal Plan 1,0,Room_Type 1,154,2018,10,16,Online,0,0,0,118.8,0,Canceled
26902,INN26903,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,11,24,Corporate,1,0,1,77.0,0,Not_Canceled
18837,INN18838,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,Canceled
2157,INN02158,3,0,2,1,Meal Plan 1,0,Room_Type 4,172,2018,8,21,Online,0,0,0,107.1,1,Canceled
3889,INN03890,2,0,2,2,Not Selected,0,Room_Type 1,56,2018,12,16,Online,0,0,0,67.32,0,Canceled
3624,INN03625,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled
11309,INN11310,1,0,2,3,Meal Plan 1,0,Room_Type 1,65,2017,9,25,Online,0,0,0,118.14,1,Not_Canceled
32698,INN32699,2,0,0,1,Meal Plan 1,1,Room_Type 4,9,2018,10,20,Online,1,0,1,12.0,1,Not_Canceled
22859,INN22860,2,0,1,2,Meal Plan 1,0,Room_Type 4,5,2018,9,12,Online,0,0,0,177.33,0,Canceled
25712,INN25713,2,1,0,3,Meal Plan 1,0,Room_Type 1,106,2018,7,13,Offline,0,0,0,91.89,1,Not_Canceled
20113,INN20114,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,11,4,Online,0,0,0,97.2,2,Not_Canceled
29771,INN29772,2,0,0,2,Meal Plan 1,0,Room_Type 4,58,2018,9,27,Online,0,0,0,115.04,2,Not_Canceled
25757,INN25758,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2017,11,11,Corporate,1,0,2,65.0,0,Not_Canceled
5848,INN05849,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2018,3,10,Online,0,0,0,109.0,1,Not_Canceled
12220,INN12221,2,0,0,4,Meal Plan 1,0,Room_Type 2,33,2017,8,5,Online,0,0,0,67.5,1,Canceled
28036,INN28037,2,0,0,3,Not Selected,0,Room_Type 1,139,2018,6,15,Online,0,0,0,116.1,2,Not_Canceled
14663,INN14664,2,2,0,4,Meal Plan 1,0,Room_Type 4,4,2018,7,27,Online,0,0,0,176.0,2,Not_Canceled
23822,INN23823,2,1,1,3,Meal Plan 1,0,Room_Type 1,21,2018,7,25,Online,0,0,0,178.0,1,Canceled
